saleCode,storeCode,customerUUID,salesPersonUUID,date
sSg3,YPYUeQ,hjQepDEp-l8d1-oGxD-M9be-LsLkiijqiLY0,tPMv7RY7-Xvjq-63aa-5LIX-3sb9ZaGpDzbV,2024-01-03
mlHd,F62e8N,CK14phLI-UyTc-xjhM-EkWR-o2aq73VSyrCD,YL0qQAaz-n3Jv-y0vx-aNiv-bTwx4tiiZQGE,2021-09-13
,QKK5xK,mD2UPdax-Q7BH-4s2t-qtAe-AZkZRP1g0GQM,,2021-10-03
NxjL,,03afZhTU-9cfv-hF2u-83d2-OpDpPx17xYss,NcrLa3B1-fnEP-Rhdw-ZnRm-9h7L0cWGuGzu,2022-07-02
hyLT,,1BE0Tam3-Iah2-2Yi6-pfwS-Kmt0bIADXP7p,2lxMMZkx-ztc1-InbY-C1YR-rTxeXuu9MKkM,2022-09-02
li6a,3gEdQA,elOSC8on-spNr-Ye3n-QxP8-tq2DEng5zVuE,uC9hqh2K-k9bL-wk5Q-5dI9-pURXXGKiORJw,
17fG,jFbR0P,fgjaGpxJ-sGfX-keQT-RRsp-Kcc9RcAPWUi6,qrDwnMoN-Bdgw-YW2b-e0j3-BEruNYb1hO6H,2023-06-01
uvXQ,b2tUZQ,kiKw24up-uaKS-uqQP-JFyW-JMrYVEUU5XTP,GQFbQvkP-epOy-s7N3-70g5-GG7Ztz1QNIst,
,,,8JKqpVo6-Xh7s-TBCL-tykw-DAwpYsPaNdYI,2023-10-04
S5Ga,DM1AUB,,,2022-06-22
aMth,5TqwQK,hTPkBA8M-RUYX-oVlK-okqJ-fg6Xwm1jSoDz,,2021-09-03
83UA,bazAkF,g5k7APIT-dzXA-6gyX-QK5l-EhKKgNb3O5t9,96OehL0D-175x-alHx-Oys8-08fpaIpmfxAB,2022-02-27
uk7l,,i8onNXzs-YPUF-THFK-ogFQ-cd0B73ntPavj,,2023-09-09
,np8sZs,720lHQ9Z-w84t-5hfr-xyBs-w3XcE1E8Qejl,,2023-11-04
Q3Gx,yKBZpe,81Gpg0Se-9hiy-tb3n-bLt2-CUM3zYirxjjl,Ewwxmk5M-jZB1-hVp8-PbaR-fILEe2deo790,2022-05-02
R1aa,27Hsjz,cBevGXyb-6muH-dxcJ-rdB0-2MOXXiXQ3V6c,CfrjNf2f-wkdC-FWkC-hSyN-6OgDIiBWEjEO,
G7m2,QxZ9RK,bkRyTYfT-XKzl-tHOf-GleH-WJtSOn3Vok8A,0U67lXfu-iioD-M4vD-DGAk-ASmlTNtPmAHI,2021-12-06
RZxw,,xpi5yZdh-Gkgt-uxu9-5p4Z-LrWTsXGYEqtD,W7WzWfZi-VAp6-aEsS-fY5j-GQtwZwnvrVoO,2023-07-01
kdAq,,RruyPqJg-NkM2-CSgz-IxoU-HQarjFy6S0bN,JwIcJW7j-P6pk-M5qf-5rnX-szR9a5g9txC8,2024-01-24
QS8U,msSBEi,,HM5zV5Pu-yG5T-Grz8-HD3l-OQ3JEtmB02TX,
Cb1I,PeRGmy,NzQr5Rfe-ctdV-VkdD-g7n6-FUIl4p4Sg7RT,X1vF3Pnm-rL2A-dpjg-8mhR-a8xxfQWuOdS5,2024-02-03
eUV2,NYYpI8,Rt4zgPC1-JIzi-jWIo-BHA7-dPbpEzE4DZfC,zva7MlrW-Qatg-S0DG-1fLj-8WrWerNJuFoE,2023-03-20
cbC8,,,I22eghwl-Giv4-cnU2-FtUi-2aa0gxw6o4Rs,2022-05-01
aznr,5Zc1Gs,Ft7JDWBp-Nv49-ayPX-3gmC-fKM4UwLQVOO5,GH0PuVy3-cLtT-lqxZ-EgrB-IW7Xh2XnDUQZ,2022-06-03
Mtcd,F6YOgs,0o4tsssp-ZPSs-qgIf-0p9O-tj57ihrY1pZJ,R8EsHrMI-lTLc-8cLH-zo6U-bpa2p9epfoAb,2024-01-20
FjnZ,,,,2023-07-09
,VyGiJB,cIxjWcve-yLD8-0yVR-aNET-xXHqJbO8VIYE,8H7SnuOj-hlE2-kYcH-JEGz-9hY3AeH3yPxX,2023-05-12
uYeI,QHDVFp,4KLwQ4fn-r59T-VZV8-LjTZ-5X85RoWWoQ2M,eU9Gwct9-ZVZN-T42T-VwVY-KqgwJca8K69q,2021-12-12
ut9N,xp6HZe,,GjDKBvf6-iyEX-A2wA-aBgC-y1ivmV28eNWa,2023-09-11
,,fQON29r5-BrPR-wnNu-9xTf-n2E2GvvUEP2y,kHmk1g8B-xGMU-TyCK-7jCg-XotLePTy7aka,2021-09-20
,mIVi2F,gZo9MVFe-n9U0-057x-otOU-b46m2F7dVlB1,QmKgUCKa-LgRN-gtnS-kUGv-kfoRULPhTbtW,2022-03-14
MqE0,Bdm4Vb,QmIeX2SG-xKme-0Rbv-R1F3-uHoik8WtEmPX,oVASVEpq-fauu-aHmo-azdn-oOfjvVk6wr9Q,
,QMh3e7,xedYAYVY-NKjd-CxyR-Vtru-CQx96JtMn3Bj,FQnP6Zcr-Lx53-u9UP-K14s-yLE80VnQQV4R,
Ohgn,8gwOVh,y9GX6RS1-AEiX-VXRK-O42j-UgycEQeFtT9z,tQ30aVET-fv1G-toba-WIqz-KsEUP2BpOv4p,2023-08-09
aaPR,,F90pcmSr-C2BM-RQP4-DY8m-PeqcruawKxpR,ZHAqXjiN-T2YA-bhe2-eCe4-HAjHdAgDy9fS,2022-06-06
kXNU,,zFe1sM5M-LgSB-8zSN-LeSJ-EsAGICVT0Aot,QT0bcdo6-zO8P-YbDe-mhWO-6loO5IRscrFe,
ff8r,a3hRO2,8RoUb4IQ-YjkL-FwIA-C04e-eBFuS80eUAjG,,2022-12-01
DeNa,PJIbfk,,BnEb6aDM-5RNR-HKXG-HtDd-uku872YDLOx7,2022-07-07
6uEQ,xfyq9P,,L8IbIgrf-Qr1i-2gzO-31Kl-Ow3eReHparpk,2022-04-08
,xFmfOV,ayKSr8Q3-83OF-a7Yn-7sQn-LzF1eoRyyEpp,,2023-06-04
NTRR,IOeGb6,7NUhJk6R-UTqU-LLRh-Hhio-f8fXVfooiDJx,6LQ6cGFx-kbaa-aNbz-0Nxq-7scxieA6BBX8,2023-11-27
XdR6,,i1y6aCP2-G515-cI3m-LH5a-JiINRPY2KoET,PjUnZyXp-XDRn-CDzU-sP7g-zFDMXqdCpx8t,2021-09-02
Zh3L,aoAhSB,CwotuAdS-k7bs-91PO-qfh2-qPzz3qm2Srcj,vQs256bj-jyly-NbOb-TxTR-EtErcGiugRCr,
l4mX,gLN7vZ,ZOzZsGX4-OCCy-h47J-fmv1-ulRfLE2q9U3V,pjM3p3j4-Jju9-05Ba-lKCS-evJyn5dRaDSs,
Wfnq,1bMLcc,GlYgRLlZ-PgYi-6PPv-sRzr-qA1n6KCVxKyZ,YWOs7eOd-jnXF-DJBK-wKl5-cHj1oI6Vq1SK,2021-09-15
,jruLVK,BgOhbvb8-lMbs-67Uo-aF05-NWCM0wEYmU1L,,2023-11-01
vUzD,LxlK5d,,fCQGwurD-Ky8p-rmWO-B3Eb-q50qfcERQmWY,
9BSa,hdD7B2,,kLSeItaZ-YKyz-iqd0-93JA-OqOIPz68jJjg,
E2jx,,,VD8KDFy2-rA8r-IGt3-Cz3x-BKKBAPt8S0Us,2022-04-25
Ew0j,dsnOig,,xnpOhJ03-aQPP-fw3W-d7Zl-nAddj5444voZ,
LoFH,0p3agq,cK754ceK-6Sy0-DPjD-Evwc-JwyiLUTNq5Or,uqbptt9W-HFVu-RVGp-0vsQ-Yh8lIafzozJm,2022-09-24
4tcS,HeF0uC,lUX9HDvQ-9XpL-JbWw-WqN9-PHNVnafePSKB,b7FJeVz2-BDOY-Vq8c-LTX9-mzkz4VYc6mCx,2021-11-01
IIr6,,fd85QONu-cJlF-RTwG-h09W-ugq3nuDWWRjS,z8X8hL04-Eu8w-HZMJ-KEvn-GaumX4jBqYLZ,2023-03-05
lXKx,MD07ez,Jd5EVvEY-6asM-tleW-bxnK-RurLKoJQE4nA,,2023-05-30
B2UI,,1hPrWhTG-h5ms-4C6r-DCN7-IpTrEMyZIKzU,xzKwnNlW-HmYM-59a6-CFEP-PcBGqhV2itjg,2021-12-01
xhZ3,ALnR7m,nVNhR9ap-FmyE-FWzU-xrRP-Hw7aIWPzU3ex,drp8F9IA-mdwq-CZya-pOdK-B1GI3pRKVW9W,2023-10-30
COSm,Baps4B,,U5KIFc5H-4gA1-P63v-9hy6-1YJSwMGj2Yok,2022-01-15
BXjr,id55Vb,iHdhiGaj-IGz4-kU10-ZiMz-UFo88ZVaFrdP,,2022-04-19
,,6y4TPaDL-S6ej-Bpnt-HMsZ-9grdDFrcfBlT,10vqfGgB-BT1Y-FssK-t8zV-8GodyycyGSEj,2024-02-09
,jevbWb,bY3BvN1B-Eanw-IQcU-FnFo-1qD2q7wHoRkg,w8frq7iR-hdz4-RLrq-YgFz-6oOTJRkCchRe,2022-12-14
cICm,1wl7g3,4M7ZooUV-vIOm-1V1O-cqZN-DxSM6CpbFKlc,91ql3U4c-ZqOw-1CZm-zS6n-Q0r6vkG5ARjl,2022-02-02
ysnb,II6FoB,,,
gq3Y,k3W77N,TymbLhuC-2RBo-lVXs-vuzJ-xocFZjdg0qFa,s2mJ7Jat-P7EU-02rI-eF00-sME4gHtzlmcP,2024-02-29
,NDpOhv,,,
meJ5,qjkX0R,XdNiaXhd-80gg-ncdx-2Let-D04bR7nAJbJu,,2023-09-17
5Xgc,sithlz,VDKYcuS5-IlMy-ax9p-qGIz-Tv2bskO5iIQj,,2023-06-14
xTFR,ISbqwf,,eJQBRVCu-KE4m-qEoA-TEO6-BLSju5nzLvvU,2022-08-15
,iDpt2j,CvJwh5K4-8kSi-iDDr-SBM3-DOiEovw3LiFP,KN0rnoMe-c2AM-LiyT-jeUx-pHdiEcRmnPiH,2024-01-14
EwIu,pwxB5J,,LBgnujhy-ck6S-EvyK-jt8u-GxXDhqAyxjBK,2022-11-06
3m0D,c0OKhG,c7As7ClM-4jrD-5Iy6-Aepo-yA78tVrAVUUP,aCi4Sm5F-nAtF-QC2u-8bcq-fEYYvS9Gl3xO,2023-03-11
lS92,oQECg3,,cjxqIUHS-XsvW-NjWw-ntbj-XWWsS8qsDlMA,2022-02-11
94vY,Hd5rwS,4XErmMhj-wvnk-2EF3-4AD5-6g2B3H0T5xpg,,2021-12-16
xgyd,AB4rRA,h8eQhnDv-TFQx-cNji-3I6L-ZQy1GNOyVwix,,2023-01-17
jGEC,,HwMRdm4S-yN3R-Ywvs-qNzL-Z8fH7ZOieQfR,1gHfS4zo-Nenz-bUJo-tpCl-5Sft2Dr3nZan,2023-05-20
DaLM,Fkkeo0,PeaKMzN5-DCSe-8wVy-yu3x-xanUU0xDSYH7,iRcJPC7z-Mr05-lgzq-OPop-sbezGt2Y6fjE,2022-04-28
0vQR,Ps1fne,fCVL4TIv-X0EZ-1twr-L5Sa-SNBotF6OSXpO,t0LF4zC9-Dls4-dsMf-OHmp-49W3vP6tj5Yk,2022-11-24
QSVk,dhDpw4,dERnEy3g-ZEvW-Nfzy-hbSy-vSzxG511mMgx,PC8Eydr5-CPIs-JfCa-QgVf-w8S7rgsJLmjR,2021-12-11
H5UV,,,bNiwwRCg-h3gt-LAbW-0Mpi-QKr8BOVrTEXj,2021-10-04
,HCeilG,QlESfoZr-54x4-Vl5M-RZsr-fn7QuMJl4OCq,9fLuvleG-DoVT-sMzL-3SgS-z9Ysr2iRKHg0,
sxc1,Z8ZFyP,wpPSCSdb-YkyL-kAzi-dcac-74x9C1Ja2qIr,iNSsN4hh-9i12-FwID-5XVp-wGGGNQuDSYSN,2022-08-17
sfl2,XHRztW,Uw0dRXx6-nnlj-e43o-SRdu-YH2xEu2KVCpu,UNfYJWpo-7R2h-6rjD-GHKy-wrrxioIbzDAm,2024-02-11
uqHx,ldHAwq,lBh5rJPo-49AS-wlcj-5kmS-xf0JJ2c1b0sg,EQZRsdpV-OPMu-a6iJ-zjSp-Lt3lbZubp7XL,2022-07-16
,Wto3YP,DPMIWLEb-LW4O-kVld-7sHe-M9ysx0FdbNvT,,2024-02-28
,,cKibvoq6-ADCk-jQik-VVpU-OXQ8m41aQRLW,ylwUKUN6-mu5g-xESb-AnmX-1otv57qX2Och,2023-05-25
,D9mbq3,ctYq7yOT-OxeU-16Qx-JPmh-WWA4PX51639p,qSWjEqnB-DocC-aJNY-thiO-YUNulFkem9qv,2024-02-05
C40y,,oMIFBAw7-KE0e-YTDY-vAvL-zzEgBuz6erqC,Ehew5kdE-J3Rm-fu85-26NR-9Ab6sItsNoyx,
dopj,,9NpJzzPy-dXpH-rL0y-0py4-ZqqU6DVp9LgZ,BioHn562-sH3G-vUJC-ZwdR-KlTsGxB1Wf1v,
BPPF,yiTMli,mZiEZWz7-Tb4h-1fk1-AS2Y-IsizZ5VW9GL9,txjlAnjX-Ls8Y-OcMp-zLCn-BiFrm88chShK,2021-10-27
76zR,SRF4Lj,eLnlZY2F-DwKh-COwQ-tf0B-oAB3xlmCjahW,7BXLvdHw-jatD-Ntia-SdXy-lBznqAz6REIB,2021-10-06
,,iIKIKM3l-yRwg-09Tx-Mda1-LViEue5xTjeS,0rb3C9rO-3kwu-ygcy-yX00-2X2ypgwuNGHr,2023-01-28
ILw9,,Qp8Pk9dS-4pu2-OENe-dSX5-D5NKgusUTr71,1AwnqjeO-XwOD-2hvA-fLv1-4a8DcI1ADioi,
Psip,aITMY0,4747uNz9-FKUe-APls-iuPi-KEY6eHO70lq1,3KiHSBT5-1ZtW-BG6B-iiWV-dySppzUqabMk,
whh9,TR8cmw,,1ApNOdEI-gBY3-BABm-F7yV-CCQ7y2CFGTC6,2023-09-27
NTHp,yVh6R1,GBVhfCun-OQjF-LiTZ-2qc6-bUSPxggPJA3u,FTDLWrgB-yl8C-L79q-ReIp-v0uKA5I8Rqz4,
,c7JXhJ,8iKs9t2G-OMeE-7IqN-KEGQ-0J2H0FVYgMjs,OVlfIa0H-Ptg6-8ou0-je6F-5Fj0YLu0fUYb,2021-10-06
S982,PdZXIx,hygPcI9D-K8SU-U8ch-i8Br-jWOkNsb5MRbW,,2021-09-08
F82f,RFeNJ4,HyCLsw65-3q53-Rglt-TRBa-NNeOFJrR7A3Y,x5Yiffyw-j1YE-tXth-2i7P-JJ4nErekaXLt,
,j1TWgu,,xcyadklC-Idxe-0vuS-DIHb-F0Ht4PTTNSmv,2022-08-04
BA48,,RNgAwgx1-uIGX-A3R9-i67W-QzjFplrPeLSo,,2021-12-19
ijba,skiLkj,XQIyiUw4-YW89-qRzo-5VCv-mhkVYZjLYNDQ,JiQcAuff-GjRz-i3bT-2AWJ-wCk4VIXhauQy,2021-12-29
Y3Ob,iWqobu,WdFUYeVO-e3JZ-YdRT-0Kyu-ZFRj5nUfvKiD,cL6Fk3f7-xZaw-Tb7n-MDEj-L2WAUuBzQlbe,2023-03-20
m9oV,UmN90h,TV8VkpHS-367F-frvu-jjcx-4WLaH31rbyzs,uF9F2TFM-tXTk-uDm1-clNL-b3jgRs1fgzqC,2023-06-27
udVV,,,JAAoLXh8-Rh5h-EnuV-ET2h-0CbJRKmpuQxp,
I7vF,FMWvDC,Kb6zd8MU-sKgf-7CNn-U04G-xSIvQ1tTau38,3TcGmG78-O4oV-tXvM-pIiz-x8uWKzwpyeBm,
QiUR,P3b7EX,,yJpdUgqo-Dybc-CQtJ-bq73-XSDMsuDBa0zP,
QCYs,WBbIp1,G9nuqtwH-vzyi-f3It-bcU3-910sj92vHnYe,ioWgd485-UWON-FUI2-XaWn-1HPz76m9oP3B,
,ApLZoQ,WDxCIBWm-pCcp-JVMJ-putt-lqbe3tjc6xXD,yPKPZcZ5-jjID-7Uv1-8kpL-hLXqjIAvxY1k,
,,KnlSG475-E6hF-YbCJ-x7Mm-dnW32naEqYEp,,2023-03-31
,1va075,oopvu5cN-vZoJ-Btdj-JFhN-djajZ4UCtmo3,oGTSzT2u-YA2a-1khA-4Kz4-uysTRuWvFzm5,2023-02-02
CwBp,,PehPQCxR-JoDU-6p6D-paII-RrZ9kWLfHsPk,Dnk7wqWH-kTE4-oXnC-C8kR-rHpUEnrijlZH,2023-10-09
,,,eeNvXGG1-jTjF-fUsd-iPB7-M3NRNIhpXvtZ,2022-08-23
nZBF,KHbmG7,6djMHDUc-ruiY-gnJQ-GvcB-XqnsnUOmiZhU,,2022-12-14
wwYQ,,nJi7qcKR-SVPs-wdxL-BZJR-MrV3r3rwyL3X,wo4cx5jX-iDFA-oVww-eMq6-OS6xjWJinHXQ,2022-04-16
1BhA,,W9SENCvQ-Wh95-mKC7-xB3V-587mbbWgQDkM,dsTiM7e5-W9j5-3U7Q-ll17-JaJtdcFqBnpO,2023-08-26
iDsD,VcA9na,bG3LPtKw-q8Qx-bvZL-wOB9-ZYz6bbv6Cntk,etRCRaW6-01nk-PIZF-Tu6C-SCDCS9Ij67v6,
MYOG,08ZVGd,lt8MySbg-mHSC-nVlt-jmDg-wcDuHLj6EIex,ymtLTsNk-GlvV-6h2D-XjNi-Fr3M6YLGSjVV,2022-03-17
evxH,LP7M6N,,,2023-10-15
cPWK,gCEYsC,tnuITjE3-Auyx-F1R0-CvXT-SzXY9OCCDqiW,,2022-09-20
X0nJ,13feze,,eLsrEVj6-6cBb-TzqY-4GYq-mhUCKQXkfjiz,2022-07-02
FI8r,dspop7,SJKmzXEZ-Jbbi-VAaG-cbpQ-IuhwoDaHiKkq,,2023-03-21
Wvco,,AuBSCWKm-84it-vqsZ-ANr2-1fUnv1N8BEVA,Mhy17xKz-QMGt-X1tx-mEQc-NIIcwbnQtoon,2021-09-29
LPy0,ee4hZ6,SdyEelu3-hNWR-rcCc-UbTC-eYU6bT6acM7G,97vTJa2v-8oo1-9kby-X8Q2-2BzeotXZQbVZ,
SJvK,,,,2023-01-18
PqvP,Y6QCco,J6tqwYXF-NhZe-KmN6-TNs1-ezEM5Y4ghCe0,jHpSIniX-FQFZ-cULM-YyUW-eoNRchSjHvrc,2023-01-22
BWZL,RswhnH,7eqnOos3-cHPE-AZ5d-DB78-8FU0K8Gp5rM2,,2021-11-18
anaP,Z6kvs7,Ei66tyJv-4JdG-8WXN-Gn0o-vfDCBP1TmYHY,rhnnO6ui-wP2s-6zTu-XA9S-UuSHTEpt1Cd0,2022-11-23
,sp9uRk,mwkm5kFa-ZPZB-qRcM-uahO-ajbPJktbyTKw,QfNleZLd-m8e4-SEJj-28mW-oXk0sVAVG8fD,2021-09-19
8vwk,Izd018,,9NE0W1hm-hP8h-sMdI-10fO-IF53ppm9HF3L,2021-10-09
,91mg28,uCpZDZBO-tSEP-iQvC-ssXB-HU5Z3nDrUPG7,uKKDH9l9-mQpx-I4jl-hcBp-slFsHQbSdDp4,
Tn8b,3nYhU6,,V0VN3EHp-Xi6S-psxS-77B5-NRLUmCSy1Ig2,2023-09-16
xXIr,CtdsF4,Bx83k6Sz-S3Io-QfUg-wo0w-2yzduTEz1ixA,D7JzYwTB-bkFz-vYhq-jNZw-4DuWTnoGPGV5,2023-01-21
WPSq,glKEf0,Eli0TYIH-bGre-nx0j-ciaw-a0BFOc0Z27r1,O1MWDplg-Q8CK-MTsi-DYZ9-UqtR95KNxBch,2022-04-27
,93Uyvo,mCUc0dBa-Bvr2-i2gQ-nglM-ZI012jAYz3bP,8s0VyWFI-MLpT-qNPf-JMOZ-YmUBdYLIJ0Nu,2021-09-04
nzdD,l0QgQa,JjigbDbs-PFjX-tjNb-DKbl-LhiRf0tI1EXG,,2022-03-02
,tRag2f,,H1QZq0SG-3wBI-TI1s-CeDv-3b8p1T4JokAg,2024-02-29
byUu,mtOgPL,x3YYAU2V-jvTC-iG1n-IGne-iMMNyPAR7lT3,VUiKsoZu-fA0I-uxOL-xp9Z-dmurA65pQ862,2022-10-30
,EOEe8j,8mv75Xpo-7N8G-7Iq1-Ssol-Dfn13jzhBinX,,
BH8k,i56J1c,,,2021-12-11
tbMM,oUm2EE,aHX57e3O-aXts-pwbI-JRhh-m0z9iqS4Dkz3,KZ5z7nE1-N1BX-cro9-fFxz-gp9JfBuTVef1,2023-12-30
P9u8,WMtnh7,3mi5iryf-Hyjo-DD1j-iHjv-Yx61BbZKrNg2,ckhcIkAe-DjJv-iiBS-avxS-eXrvGhHXgnEm,2023-11-05
eP5b,hHSUEG,kaktj0W9-VKdg-Pf04-shy1-KwBYZNa0iYLd,,2023-10-18
HrIH,ibhKTI,F18YKDKq-eznI-cRYv-AXrk-KXN1RapvnErp,,2023-05-02
FacI,,zyP97nYK-nhWi-YfPq-C4vE-5tQxXqnzH8ir,oCixdXYE-Q4D7-3XHz-RNsH-fgzsUEHeVfvt,2023-09-15
DWWU,C5cVWn,djhxcHLf-85LC-IDKE-iip6-D8Rm4X94exm7,JxESoNLg-iRX5-qYUK-XRKV-GdFHZq8tBkcy,2021-12-28
,,,8O0ndhZ3-j7nb-fALQ-aefF-vZCRwbEpfmxo,
b6P6,,g0Ns2M68-v8gA-HLAu-IniW-IisiorYYXTjZ,hTASm0mp-VoUO-Vp7Y-9diC-PjO8wP9dWRKE,2021-11-23
sHj0,Q7QFAS,,,
KhuK,FK304l,,KNgZoMel-EYj0-JbXk-fksb-ssQR9R6SIgOk,2021-11-23
wpXk,cfCfxc,uzpCU5RP-syDp-4spL-RS2o-ECv8VRK7RfOg,21DUVr1a-Wehx-vGe5-KwlJ-UYbXzWTbXQJF,
t34f,A4IvR3,RI6pC1Ct-fCLA-ygor-uddk-TC2PRM2mUAiq,qSZK9wXM-icNd-IlI3-eAGT-XkOmDRHeRvts,2022-02-13
EkUV,AROTij,sokVLntG-6ZNo-Dbff-worD-CvPJoOmpVkcj,R73axl0L-xa4b-MQHh-rndc-zttHXV1StDu2,2023-01-18
dhFm,,zRM81f77-eCoY-QC5O-Nbdq-p9avIiNB4Ni5,,2023-04-02
jaoy,TG8SUv,90VMjCeO-sawk-DWhE-Ltda-RKLXGPWlR8c0,,2022-11-28
,D0RhYW,NLPklq2R-Y5l4-gsVl-f4H2-JHohuQAtpc5q,ZWdHuLbO-UqfJ-CFMK-TJXt-Be2X66ZDZWFZ,2022-09-16
Y9kM,lk2ZWE,rJtNEEaB-NUR5-x511-fMA3-czAZUdthkqNa,BHNdAA2E-nZ1j-gX2i-9qst-NnAGgmArEly0,2022-07-01
QGqK,9odRA9,svFpEe3E-iKUZ-Ax64-Nmos-iY8l2ZN07lbM,,
,,5jYZnEaa-0W9F-xGHY-cAsA-lpbpkXBCY8e1,huduu4pb-yM3P-PAsS-IKOS-4FBA54HlLYry,2022-04-18
,YR2Jbl,xMrpYCOe-tRnN-mYBs-BScD-PcW8g2i3KAid,enLhetCb-NH5h-4EFR-zTIB-Ou9GwvhB1zJf,2023-02-24
iYgW,5pwsSp,xxdxK982-s5bC-zamH-1e5u-1Wwoy4Z0e0Ag,,2023-08-19
Lu3V,bq4OMG,2UFClF7e-vWUB-50wT-2tIq-rYPb2AMZ2Y5z,2aFI4pnu-bS4x-Izfv-Cymb-COMXAnpQDs2d,2023-03-01
,OrqRoo,SGECNbpU-lC0y-vKT8-krJx-XYbRd7V6vILi,GsLZqD7O-m3LQ-DYfj-Kd26-dCuYt3q96CFz,2022-05-05
9zq8,,8R7AtOnm-Enxo-BK71-eFbq-fQysHrne2CyL,8tXOthu1-MWFR-lCCD-ApwW-P8y0g2shQ1Ag,2023-07-27
Yn7Q,,yDlSbrzo-cCjT-tQyC-eSgY-Xr9JvK5bRr60,wQwiuDU3-3iTs-y2xS-Oz9B-c6tm3LUQltLU,2024-02-23
,SACasx,CRDMoUiz-KkxJ-6359-0sGb-VWcICs0UNGYp,2PwV4QWf-IAw3-sthR-bEcA-ObV4eAEokRc8,2022-11-24
jQZz,pRBSvl,KC1oYuyG-Q1Bh-kHEB-4Zp5-993aJylW3fmI,VAKqnLQQ-k4kh-dC8g-8nH8-qt0LV8fwhzIv,2023-07-25
9AoZ,,,,
AVkt,hrAOkP,,,2023-10-20
bpl5,,8Xk0XWzD-yiwh-RYyy-qiMe-597GPaRYOvKO,stPckozX-JMkU-h1p3-jDFB-hibF9RK50Wcg,2022-06-05
t0GQ,n7LhDF,ObwnZSMw-RXZR-QgfI-dDip-Xq77ILqBQ4SH,pb92WxEN-M3vw-rzLA-fPLT-OVgkWMfhUjLK,2023-01-29
dPSt,Fo8vqL,K12ckZPV-41qe-4QSE-hKwy-P8SD0wzEOly8,OqVNwsJj-SpSw-9ztd-4PkU-7uSewL01ghYY,
Xb4u,,5ncWWOGN-DsBC-kpDh-R3bz-qQ1qo0oL4r5L,gpWBD2ca-uDx9-6u4Y-84Ll-QVgfMoN7YGof,2023-07-27
TjSs,lZ0DcN,PfyylLIj-nmXb-rwxc-Puxq-cX4Idl1UsW5C,6GbpShg3-O9SG-XQ3X-yllZ-ote3BBb9w1Bk,2022-08-08
My35,bNk1Cf,xNrcRapi-oSAT-OMtI-piDC-5TIKdeWtruaz,2i5OliGa-o8Bw-LWVi-Suiz-PyXdhNUpWKT1,2023-12-08
b02b,2K6ZK4,SrnIG85y-Hnie-4Qo3-pp7v-dacPC9loPgdq,LU0KRd6Q-B0xn-GjQK-RgnJ-Oz81Cq3s9WAR,2021-11-11
,HvisVn,XaCUXldQ-Bydw-DIh7-Mnoq-y8YLGUEu0w4R,Ymi0ten6-IN70-nmmj-jMuj-JVEuo8DttpfW,2023-12-03
28zz,3ACjfA,DRADut34-EQWB-Vvab-aH6G-RyrEJQJLKzRd,JqmU3kqj-tcKz-UHL8-o5cQ-9vxnVaFkuNRP,2021-12-18
s9yQ,Ww8Aie,4WXQZWr7-sEqe-GOiE-Yadx-QOtlIuCQBFng,6vm0wbn9-SJnf-FlnX-GzbV-jOCqcMHzQmYm,
fka8,g9O8b2,FbxC368U-hqpg-yJKh-SarS-kP9QroUsBxCw,KGBCUpmv-p8zn-XDFH-sGnX-aHxtZFuT7H5s,2023-02-06
,IMUCUh,7ZvDNtrQ-lixc-a2es-m0Fp-G8hapBtRty6y,6w4l8wFV-SpNk-qAA4-7sbJ-kn4lwMnKycK5,2023-12-17
jqGQ,L19hpG,JWpvri9Z-8FzO-fO89-dX0k-tLhBje6vQAZ3,inFOfdhU-XqAS-CM44-xSpH-yJqEVyGJFn8n,2023-07-10
14QT,0RR2ui,,azWMA0Yk-eFIF-dmRB-zyml-G3fdaaTx7dWV,2022-09-12
l8oy,,nL8Dj4og-5Xto-od6D-wgri-0Qmgo8bdPeUd,,2022-08-08
h1Gl,Yf4rjY,Q9hJTdHC-FNAP-4XCo-XBts-TqOyYExI04xV,ZWTJcZVw-fGFV-MocX-EpwF-JZ6puj4e97mC,2022-01-26
Wu2i,Xcb57y,fonaN41P-kGme-WTWx-EcFv-OiFdI88NQxel,8dAkKI7e-zBob-V6Tq-SDbG-kZEPBrPO3SVI,2021-11-30
qehB,wL4X4C,n3VLIaBK-hutp-uYeL-nkYx-BGziBPPxSfkI,,2023-09-18
,9FOtf6,,1lLwJN6W-elP2-b3U7-Smx1-joZIrCQ36hwk,2022-05-03
,hTAam1,,,2021-10-20
Iyml,HK7ld7,GXyjCzmJ-rmIA-O2VE-yJPa-BqN5mWdHK4Gf,8Hf5U5gx-jLbO-kxDS-SEWh-ArQAIdfpW9Xt,2023-04-22
kxxh,,l1czfDxo-F7YR-bpos-ZeQg-2Hj0KNkbqWKj,dIUknk3a-Ioi6-l4KV-zGyp-QYnpPlJfB5Se,2023-01-22
uElX,,dimPO7CN-Fzxz-Z1r2-bEWl-Zfgv7rIIXIFi,8X4mzcFO-sLpu-m2DU-XC6C-bybtOjBE01Bk,2022-05-10
eNtV,476DKn,Yft9GNKI-cyva-npf6-nSee-2z4BhYTGSm9k,3NOniQ5Z-a24G-34Gd-5K6W-TdJsXfSKgjhu,
